Instrument,n_obs,spearman,r2
CROBEX,681,0.20685143051026916,0.03988356898982215
Bitcoin,1033,0.13052625553661384,-2.668430169106764
Germany 10Y,696,0.08434807454359185,-1.4223431703110738
S&P 500,690,0.03933995459658235,-0.1499137968638109
US Treasuries (IEF),690,-0.008655655478067287,-1.500472957626036
Apple,690,-0.0430298187364444,-0.5735300831909262
Gold,693,-0.04468140836549436,-0.35866065102980227
