Instrument,n_obs,spearman,r2
Germany 10Y,696,0.33236439529266104,-1.027913195562098
Bitcoin,1033,0.19927072715665373,-3.862891309214848
Apple,690,0.15388266364627504,-0.37873191432186326
S&P 500,690,0.11424587653974465,-0.12369790012272697
US Treasuries (IEF),690,0.10689748525459439,-1.5243398677868636
EUR/USD,717,-0.032512809641780285,-1.278186429212918
Gold,693,-0.08014674814850557,-2.9247135436447187
CROBEX,681,-0.20018917960951124,-0.36398299790317723
