Instrument,n_obs,spearman,r2
US Treasuries (IEF),690,0.36780867269343065,0.12495642920398464
Bitcoin,1033,0.24674500585094564,-7.766259182122788
Germany 10Y,696,0.14495938806377026,-0.8852358250553103
S&P 500,690,0.09747272268821427,-11.125916713166347
CROBEX,681,0.0683001001861479,-9.489449150028856
Apple,690,0.06066663892390786,-0.8270592099286198
Gold,693,-0.07355082571003979,-11.353333709470666
EUR/USD,717,-0.25152840057173237,-0.6940006107992527
